cik,symbol,sector,sub_industry,date,year,accession,primary_doc,path
0001058290,CTSH,Information Technology,IT Consulting & Other Services,2023-02-15,2023,0001058290-23-000027,ctsh-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058290\000105829023000027\ctsh-20221231.htm
0001058290,CTSH,Information Technology,IT Consulting & Other Services,2022-02-16,2022,0001058290-22-000023,ctsh-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058290\000105829022000023\ctsh-20211231.htm
0000820318,COHR,Information Technology,Electronic Components,2025-08-15,2025,0000820318-25-000014,iivi-20250630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031825000014\iivi-20250630.htm
0000820318,COHR,Information Technology,Electronic Components,2024-08-16,2024,0000820318-24-000016,iivi-20240630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031824000016\iivi-20240630.htm
0000820318,COHR,Information Technology,Electronic Components,2023-08-18,2023,0000820318-23-000016,iivi-20230630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031823000016\iivi-20230630.htm
0000820318,COHR,Information Technology,Electronic Components,2022-08-29,2022,0000820318-22-000019,iivi-20220630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031822000019\iivi-20220630.htm
0000820318,COHR,Information Technology,Electronic Components,2021-08-20,2021,0000820318-21-000017,iivi-20210630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031821000017\iivi-20210630.htm
0000820318,COHR,Information Technology,Electronic Components,2020-08-26,2020,0000820318-20-000023,iivi-20200630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820318\000082031820000023\iivi-20200630.htm
0001679788,COIN,Financials,Financial Exchanges & Data,2026-02-12,2026,0001679788-26-000015,coin-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978826000015\coin-20251231.htm
0001679788,COIN,Financials,Financial Exchanges & Data,2025-02-13,2025,0001679788-25-000022,coin-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978825000022\coin-20241231.htm
0001679788,COIN,Financials,Financial Exchanges & Data,2024-02-15,2024,0001679788-24-000022,coin-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978824000022\coin-20231231.htm
0001679788,COIN,Financials,Financial Exchanges & Data,2023-02-21,2023,0001679788-23-000031,coin-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978823000031\coin-20221231.htm
0001679788,COIN,Financials,Financial Exchanges & Data,2022-02-25,2022,0001679788-22-000031,coin-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001679788\000167978822000031\coin-20211231.htm
0000021665,CL,Consumer Staples,Household Products,2026-02-23,2026,0000021665-26-000006,cl-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166526000006\cl-20251231.htm
0000021665,CL,Consumer Staples,Household Products,2025-02-13,2025,0000021665-25-000008,cl-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166525000008\cl-20241231.htm
0000021665,CL,Consumer Staples,Household Products,2024-02-15,2024,0000021665-24-000003,cl-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166524000003\cl-20231231.htm
0000021665,CL,Consumer Staples,Household Products,2023-02-16,2023,0000021665-23-000007,cl-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166523000007\cl-20221231.htm
0000021665,CL,Consumer Staples,Household Products,2022-02-17,2022,0000021665-22-000003,cl-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166522000003\cl-20211231.htm
0000021665,CL,Consumer Staples,Household Products,2021-02-18,2021,0000021665-21-000007,cl-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000021665\000002166521000007\cl-20201231.htm
0001166691,CMCSA,Communication Services,Cable & Satellite,2026-02-03,2026,0001628280-26-004994,cmcsa-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000162828026004994\cmcsa-20251231.htm
0001166691,CMCSA,Communication Services,Cable & Satellite,2025-01-31,2025,0001166691-25-000011,cmcsa-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669125000011\cmcsa-20241231.htm
0001166691,CMCSA,Communication Services,Cable & Satellite,2024-01-31,2024,0001166691-24-000011,cmcsa-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669124000011\cmcsa-20231231.htm
0001166691,CMCSA,Communication Services,Cable & Satellite,2023-02-03,2023,0001166691-23-000010,cmcsa-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669123000010\cmcsa-20221231.htm
0001166691,CMCSA,Communication Services,Cable & Satellite,2022-02-02,2022,0001166691-22-000009,cmcsa-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669122000009\cmcsa-20211231.htm
0001166691,CMCSA,Communication Services,Cable & Satellite,2021-02-04,2021,0001166691-21-000008,cmcsa-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001166691\000116669121000008\cmcsa-20201231.htm
0001035983,FIX,Industrials,Construction & Engineering,2026-02-19,2026,0001104659-26-017530,fix-20251231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000110465926017530\fix-20251231x10k.htm
0001035983,FIX,Industrials,Construction & Engineering,2025-02-20,2025,0001558370-25-001222,fix-20241231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837025001222\fix-20241231x10k.htm
0001035983,FIX,Industrials,Construction & Engineering,2024-02-22,2024,0001558370-24-001529,fix-20231231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837024001529\fix-20231231x10k.htm
0001035983,FIX,Industrials,Construction & Engineering,2023-02-22,2023,0001558370-23-001757,fix-20221231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837023001757\fix-20221231x10k.htm
0001035983,FIX,Industrials,Construction & Engineering,2022-02-23,2022,0001558370-22-001753,fix-20211231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837022001753\fix-20211231x10k.htm
0001035983,FIX,Industrials,Construction & Engineering,2021-02-25,2021,0001558370-21-001828,fix-20201231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001035983\000155837021001828\fix-20201231x10k.htm
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2025-07-10,2025,0001558370-25-009180,tmb-20250525x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000155837025009180\tmb-20250525x10k.htm
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2024-07-11,2024,0001558370-24-009764,tmb-20240526x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000155837024009764\tmb-20240526x10k.htm
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2023-07-13,2023,0001437749-23-019879,cag20230206_10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000143774923019879\cag20230206_10k.htm
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2022-07-21,2022,0001437749-22-017530,cag20220209_10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000143774922017530\cag20220209_10k.htm
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2021-07-23,2021,0001564590-21-037738,cag-10k_20210530.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000156459021037738\cag-10k_20210530.htm
0000023217,CAG,Consumer Staples,Packaged Foods & Meats,2020-07-24,2020,0001564590-20-033366,cag-10k_20200531.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000023217\000156459020033366\cag-10k_20200531.htm
0001163165,COP,Energy,Oil & Gas Exploration & Production,2026-02-17,2026,0001163165-26-000009,cop-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000116316526000009\cop-20251231.htm
0001163165,COP,Energy,Oil & Gas Exploration & Production,2025-02-18,2025,0001163165-25-000012,cop-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000116316525000012\cop-20241231.htm
0001163165,COP,Energy,Oil & Gas Exploration & Production,2024-02-15,2024,0001163165-24-000010,cop-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000116316524000010\cop-20231231.htm
0001163165,COP,Energy,Oil & Gas Exploration & Production,2023-02-16,2023,0001163165-23-000006,cop-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000116316523000006\cop-20221231.htm
0001163165,COP,Energy,Oil & Gas Exploration & Production,2022-02-17,2022,0001562762-22-000031,cop10k2021.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000156276222000031\cop10k2021.htm
0001163165,COP,Energy,Oil & Gas Exploration & Production,2021-02-16,2021,0001562762-21-000027,cop10k2020.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001163165\000156276221000027\cop10k2020.htm
0001047862,ED,Utilities,Multi-Utilities,2026-02-19,2026,0001047862-26-000031,ed-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786226000031\ed-20251231.htm
0001047862,ED,Utilities,Multi-Utilities,2025-02-20,2025,0001047862-25-000011,ed-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786225000011\ed-20241231.htm
0001047862,ED,Utilities,Multi-Utilities,2024-02-15,2024,0001047862-24-000012,ed-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786224000012\ed-20231231.htm
0001047862,ED,Utilities,Multi-Utilities,2023-02-16,2023,0001047862-23-000038,ed-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786223000038\ed-20221231.htm
0001047862,ED,Utilities,Multi-Utilities,2022-02-17,2022,0001047862-22-000039,ed-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786222000039\ed-20211231.htm
0001047862,ED,Utilities,Multi-Utilities,2021-02-18,2021,0001047862-21-000049,ed-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001047862\000104786221000049\ed-20201231.htm
0000016918,STZ,Consumer Staples,Distillers & Vintners,2025-04-23,2025,0000016918-25-000022,stz-20250228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691825000022\stz-20250228.htm
0000016918,STZ,Consumer Staples,Distillers & Vintners,2024-04-23,2024,0000016918-24-000054,stz-20240229.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691824000054\stz-20240229.htm
0000016918,STZ,Consumer Staples,Distillers & Vintners,2023-04-20,2023,0000016918-23-000045,stz-20230228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691823000045\stz-20230228.htm
0000016918,STZ,Consumer Staples,Distillers & Vintners,2022-04-21,2022,0000016918-22-000069,stz-20220228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691822000069\stz-20220228.htm
0000016918,STZ,Consumer Staples,Distillers & Vintners,2021-04-20,2021,0000016918-21-000060,stz-20210228.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691821000060\stz-20210228.htm
0000016918,STZ,Consumer Staples,Distillers & Vintners,2020-04-21,2020,0000016918-20-000078,stz229202010k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000016918\000001691820000078\stz229202010k.htm
0001868275,CEG,Utilities,Electric Utilities,2026-02-24,2026,0001868275-26-000032,ceg-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827526000032\ceg-20251231.htm
0001868275,CEG,Utilities,Electric Utilities,2025-02-18,2025,0001868275-25-000023,ceg-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827525000023\ceg-20241231.htm
0001868275,CEG,Utilities,Electric Utilities,2024-02-27,2024,0001868275-24-000014,ceg-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827524000014\ceg-20231231.htm
0001868275,CEG,Utilities,Electric Utilities,2023-02-16,2023,0001868275-23-000014,ceg-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827523000014\ceg-20221231.htm
0001868275,CEG,Utilities,Electric Utilities,2022-02-25,2022,0001868275-22-000020,ceg-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001868275\000186827522000020\ceg-20211231.htm
0000711404,COO,Health Care,Health Care Supplies,2025-12-05,2025,0001628280-25-055615,coo-20251031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000162828025055615\coo-20251031.htm
0000711404,COO,Health Care,Health Care Supplies,2024-12-06,2024,0000711404-24-000074,coo-20241031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140424000074\coo-20241031.htm
0000711404,COO,Health Care,Health Care Supplies,2023-12-08,2023,0000711404-23-000072,coo-20231031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140423000072\coo-20231031.htm
0000711404,COO,Health Care,Health Care Supplies,2022-12-09,2022,0000711404-22-000053,coo-20221031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140422000053\coo-20221031.htm
0000711404,COO,Health Care,Health Care Supplies,2021-12-10,2021,0000711404-21-000038,coo-20211031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140421000038\coo-20211031.htm
0000711404,COO,Health Care,Health Care Supplies,2020-12-11,2020,0000711404-20-000042,coo20201031-10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000711404\000071140420000042\coo20201031-10k.htm
0000900075,CPRT,Industrials,Diversified Support Services,2025-09-26,2025,0001628280-25-042946,cprt-20250731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000162828025042946\cprt-20250731.htm
0000900075,CPRT,Industrials,Diversified Support Services,2024-09-30,2024,0000900075-24-000024,cprt-20240731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007524000024\cprt-20240731.htm
0000900075,CPRT,Industrials,Diversified Support Services,2023-09-28,2023,0000900075-23-000034,cprt-20230731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007523000034\cprt-20230731.htm
0000900075,CPRT,Industrials,Diversified Support Services,2022-09-27,2022,0000900075-22-000050,cprt-20220731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007522000050\cprt-20220731.htm
0000900075,CPRT,Industrials,Diversified Support Services,2021-09-27,2021,0000900075-21-000022,cprt-20210731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007521000022\cprt-20210731.htm
0000900075,CPRT,Industrials,Diversified Support Services,2020-09-28,2020,0000900075-20-000021,cprt-20200731.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000900075\000090007520000021\cprt-20200731.htm
0000024741,GLW,Information Technology,Electronic Components,2026-02-12,2026,0000024741-26-000124,glw-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000024741\000002474126000124\glw-20251231.htm
0000024741,GLW,Information Technology,Electronic Components,2025-02-13,2025,0001628280-25-005347,glw-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000024741\000162828025005347\glw-20241231.htm
0000024741,GLW,Information Technology,Electronic Components,2024-02-12,2024,0001437749-24-003735,glw20231231_10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000024741\000143774924003735\glw20231231_10k.htm
0000024741,GLW,Information Technology,Electronic Components,2023-02-13,2023,0001437749-23-003123,glw20221231_10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000024741\000143774923003123\glw20221231_10k.htm
0000024741,GLW,Information Technology,Electronic Components,2022-02-14,2022,0001437749-22-003247,glw20211231_10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000024741\000143774922003247\glw20211231_10k.htm
0001175454,CPAY,Financials,Transaction & Payment Processing Services,2026-02-27,2026,0001175454-26-000018,flt-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001175454\000117545426000018\flt-20251231.htm
0001175454,CPAY,Financials,Transaction & Payment Processing Services,2025-02-27,2025,0001628280-25-008746,flt-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001175454\000162828025008746\flt-20241231.htm
0001175454,CPAY,Financials,Transaction & Payment Processing Services,2024-02-29,2024,0001628280-24-008060,flt-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001175454\000162828024008060\flt-20231231.htm
0001175454,CPAY,Financials,Transaction & Payment Processing Services,2023-02-28,2023,0001628280-23-005444,flt-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001175454\000162828023005444\flt-20221231.htm
0001175454,CPAY,Financials,Transaction & Payment Processing Services,2022-03-01,2022,0001628280-22-004531,flt-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001175454\000162828022004531\flt-20211231.htm
0001175454,CPAY,Financials,Transaction & Payment Processing Services,2021-02-26,2021,0001175454-21-000022,flt-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001175454\000117545421000022\flt-20201231.htm
0001755672,CTVA,Materials,Fertilizers & Agricultural Chemicals,2026-02-12,2026,0001755672-26-000004,ctva-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001755672\000175567226000004\ctva-20251231.htm
0001755672,CTVA,Materials,Fertilizers & Agricultural Chemicals,2025-02-14,2025,0001755672-25-000005,ctva-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001755672\000175567225000005\ctva-20241231.htm
0001755672,CTVA,Materials,Fertilizers & Agricultural Chemicals,2024-02-08,2024,0001755672-24-000004,ctva-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001755672\000175567224000004\ctva-20231231.htm
0001755672,CTVA,Materials,Fertilizers & Agricultural Chemicals,2023-02-09,2023,0001755672-23-000005,ctva-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001755672\000175567223000005\ctva-20221231.htm
0001755672,CTVA,Materials,Fertilizers & Agricultural Chemicals,2022-02-10,2022,0001755672-22-000005,ctva-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001755672\000175567222000005\ctva-20211231.htm
0001755672,CTVA,Materials,Fertilizers & Agricultural Chemicals,2021-02-11,2021,0001755672-21-000008,ctva-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001755672\000175567221000008\ctva-20201231.htm
0001057352,CSGP,Real Estate,Real Estate Services,2026-02-26,2026,0001057352-26-000020,csgp-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001057352\000105735226000020\csgp-20251231.htm
0001057352,CSGP,Real Estate,Real Estate Services,2025-02-20,2025,0001057352-25-000016,csgp-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001057352\000105735225000016\csgp-20241231.htm
0001057352,CSGP,Real Estate,Real Estate Services,2024-02-22,2024,0001057352-24-000013,csgp-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001057352\000105735224000013\csgp-20231231.htm
0001057352,CSGP,Real Estate,Real Estate Services,2023-02-22,2023,0001057352-23-000030,csgp-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001057352\000105735223000030\csgp-20221231.htm
0001057352,CSGP,Real Estate,Real Estate Services,2022-02-23,2022,0001057352-22-000027,csgp-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001057352\000105735222000027\csgp-20211231.htm
0001057352,CSGP,Real Estate,Real Estate Services,2021-02-24,2021,0001057352-21-000032,csgp-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001057352\000105735221000032\csgp-20201231.htm
0000909832,COST,Consumer Staples,Consumer Staples Merchandise Retail,2025-10-08,2025,0000909832-25-000101,cost-20250831.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000909832\000090983225000101\cost-20250831.htm
0000909832,COST,Consumer Staples,Consumer Staples Merchandise Retail,2024-10-09,2024,0000909832-24-000049,cost-20240901.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000909832\000090983224000049\cost-20240901.htm
0000909832,COST,Consumer Staples,Consumer Staples Merchandise Retail,2023-10-11,2023,0000909832-23-000042,cost-20230903.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000909832\000090983223000042\cost-20230903.htm
0000909832,COST,Consumer Staples,Consumer Staples Merchandise Retail,2022-10-05,2022,0000909832-22-000021,cost-20220828.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000909832\000090983222000021\cost-20220828.htm
0000909832,COST,Consumer Staples,Consumer Staples Merchandise Retail,2021-10-06,2021,0000909832-21-000014,cost-20210829.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000909832\000090983221000014\cost-20210829.htm
0000909832,COST,Consumer Staples,Consumer Staples Merchandise Retail,2020-10-07,2020,0000909832-20-000017,cost-20200830.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000909832\000090983220000017\cost-20200830.htm
0000858470,CTRA,Energy,Oil & Gas Exploration & Production,2026-02-27,2026,0000858470-26-000073,cog-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000858470\000085847026000073\cog-20251231.htm
0000858470,CTRA,Energy,Oil & Gas Exploration & Production,2025-02-25,2025,0000858470-25-000075,cog-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000858470\000085847025000075\cog-20241231.htm
0000858470,CTRA,Energy,Oil & Gas Exploration & Production,2024-02-23,2024,0000858470-24-000019,cog-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000858470\000085847024000019\cog-20231231.htm
0000858470,CTRA,Energy,Oil & Gas Exploration & Production,2023-02-27,2023,0000858470-23-000011,cog-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000858470\000085847023000011\cog-20221231.htm
0000858470,CTRA,Energy,Oil & Gas Exploration & Production,2022-03-01,2022,0000858470-22-000009,cog-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000858470\000085847022000009\cog-20211231.htm
0000858470,CTRA,Energy,Oil & Gas Exploration & Production,2021-02-26,2021,0000858470-21-000013,cog-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000858470\000085847021000013\cog-20201231.htm
0000849395,CRH,Materials,Construction Materials,2026-02-18,2026,0001628280-26-009043,crh-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000849395\000162828026009043\crh-20251231.htm
0000849395,CRH,Materials,Construction Materials,2025-02-26,2025,0001628280-25-008179,crh-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000849395\000162828025008179\crh-20241231.htm
0000849395,CRH,Materials,Construction Materials,2024-02-29,2024,0001628280-24-007773,crh-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000849395\000162828024007773\crh-20231231.htm
0001535527,CRWD,Information Technology,Systems Software,2026-03-05,2026,0001535527-26-000010,crwd-20260131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001535527\000153552726000010\crwd-20260131.htm
0001535527,CRWD,Information Technology,Systems Software,2025-03-10,2025,0001535527-25-000009,crwd-20250131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001535527\000153552725000009\crwd-20250131.htm
0001535527,CRWD,Information Technology,Systems Software,2024-03-07,2024,0001535527-24-000007,crwd-20240131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001535527\000153552724000007\crwd-20240131.htm
0001535527,CRWD,Information Technology,Systems Software,2023-03-09,2023,0001535527-23-000008,crwd-20230131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001535527\000153552723000008\crwd-20230131.htm
0001535527,CRWD,Information Technology,Systems Software,2022-03-16,2022,0001535527-22-000006,crwd-20220131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001535527\000153552722000006\crwd-20220131.htm
0001535527,CRWD,Information Technology,Systems Software,2021-03-18,2021,0001535527-21-000007,crwd-20210131.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001535527\000153552721000007\crwd-20210131.htm
0001051470,CCI,Real Estate,Telecom Tower REITs,2026-02-23,2026,0001051470-26-000016,cci-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001051470\000105147026000016\cci-20251231.htm
0001051470,CCI,Real Estate,Telecom Tower REITs,2025-03-14,2025,0001051470-25-000089,cci-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001051470\000105147025000089\cci-20241231.htm
